Title,Company,Location,Link
"Software Engineer, Member (Web)",SoFi,"New York, United States",https://www.linkedin.com/jobs/view/software-engineer-member-web-at-sofi-4366669777?position=6&pageNum=2&refId=MzosTX35KLseqw7a3EZiug%3D%3D&trackingId=1HGNfBNNxRzfx%2By6Hr7OyA%3D%3D
"Software Engineer, Frontend - Acuity",Squarespace,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-frontend-acuity-at-squarespace-4321782360?position=7&pageNum=2&refId=MzosTX35KLseqw7a3EZiug%3D%3D&trackingId=v0cgqlS9PRxG6J%2BRVF0%2BSA%3D%3D
"Software Engineer, Early Career",Affirm,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-early-career-at-affirm-4325051149?position=8&pageNum=2&refId=MzosTX35KLseqw7a3EZiug%3D%3D&trackingId=A56e2uK8elJ0Jt31GtxGcA%3D%3D
Software Engineer,Neon,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-neon-4343752769?position=9&pageNum=2&refId=MzosTX35KLseqw7a3EZiug%3D%3D&trackingId=379Jf1OCDNGQ8L5%2BVaDcWA%3D%3D
"Software Engineer, Frontend (All Teams)",DoorDash,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-frontend-all-teams-at-doordash-4191612607?position=10&pageNum=2&refId=MzosTX35KLseqw7a3EZiug%3D%3D&trackingId=CBX6Nxa9XYvR7mppGHKv%2Fw%3D%3D
Software Engineer,Nomura,"New York, United States",https://www.linkedin.com/jobs/view/software-engineer-at-nomura-4366929181?position=1&pageNum=5&refId=PTN8CA7KTgVSaIE3MSgEYw%3D%3D&trackingId=GvikNXt0AjwSVWQoKH2jcQ%3D%3D
Software Engineer,FanDuel,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-fanduel-4344468725?position=2&pageNum=5&refId=PTN8CA7KTgVSaIE3MSgEYw%3D%3D&trackingId=xHDAoN2Nf0KIce4W%2Fjq1%2Bw%3D%3D
"Software Engineer, Product",Meta,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-product-at-meta-4255810888?position=3&pageNum=5&refId=PTN8CA7KTgVSaIE3MSgEYw%3D%3D&trackingId=%2FgCkwJ05E0VPyAk%2F9RWPQA%3D%3D
"UI Engineer L4, Ads Engineering",Netflix,"New York, NY",https://www.linkedin.com/jobs/view/ui-engineer-l4-ads-engineering-at-netflix-4309908618?position=4&pageNum=5&refId=PTN8CA7KTgVSaIE3MSgEYw%3D%3D&trackingId=N9k6WdWq%2BducaRbjrwQOYQ%3D%3D
Software Engineer (Backend),Artisan,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-backend-at-artisan-4330515780?position=5&pageNum=5&refId=PTN8CA7KTgVSaIE3MSgEYw%3D%3D&trackingId=jQQT%2F961YKZ9QZIPZ8%2F08w%3D%3D
Software Engineer - Full Stack,Attention,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-full-stack-at-attention-4365539396?position=6&pageNum=5&refId=PTN8CA7KTgVSaIE3MSgEYw%3D%3D&trackingId=nxezhum9dDwO%2FIsbHJ4VVA%3D%3D
"Software Engineer, Datastore",Notion,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-datastore-at-notion-4334228091?position=7&pageNum=5&refId=PTN8CA7KTgVSaIE3MSgEYw%3D%3D&trackingId=rBfNprMxO0OtEgrWfR2IXg%3D%3D
Software Engineer,January,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-january-4341558094?position=8&pageNum=5&refId=PTN8CA7KTgVSaIE3MSgEYw%3D%3D&trackingId=1W8D6lEBdIzCQxc3QNGvOw%3D%3D
"ML Software Engineer, Integrity",Lyft,"New York, NY",https://www.linkedin.com/jobs/view/ml-software-engineer-integrity-at-lyft-4362474597?position=9&pageNum=5&refId=PTN8CA7KTgVSaIE3MSgEYw%3D%3D&trackingId=e9%2FSKmHFsXG9J2tRaKD3Vg%3D%3D
Software Engineer,FanDuel,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-fanduel-4367490035?position=10&pageNum=5&refId=PTN8CA7KTgVSaIE3MSgEYw%3D%3D&trackingId=zrbYi6Uc%2Fku0vFAK1GdA9Q%3D%3D
Software Engineer 5 - Content & Business Products,Netflix,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-5-content-business-products-at-netflix-4220344508?position=1&pageNum=7&refId=%2Ffy8eFqDAWIHn1qOGq4uUw%3D%3D&trackingId=Ui%2BYxd5XEQaVayEALJZdXg%3D%3D
Fullstack Software Engineer,Breeze,"New York, NY",https://www.linkedin.com/jobs/view/fullstack-software-engineer-at-breeze-4350160781?position=2&pageNum=7&refId=%2Ffy8eFqDAWIHn1qOGq4uUw%3D%3D&trackingId=vCEtReFkZ%2BwcHrzk9k9NtA%3D%3D
Entry-Level Engineer,Rogo,"New York, NY",https://www.linkedin.com/jobs/view/entry-level-engineer-at-rogo-4318517243?position=3&pageNum=7&refId=%2Ffy8eFqDAWIHn1qOGq4uUw%3D%3D&trackingId=37OOEv4hjJln1JWwaaWh8Q%3D%3D
Founding Full-Stack Engineer,Lume,"New York, NY",https://www.linkedin.com/jobs/view/founding-full-stack-engineer-at-lume-3958744395?position=4&pageNum=7&refId=%2Ffy8eFqDAWIHn1qOGq4uUw%3D%3D&trackingId=Hgy2r34ZOo8VnzcB%2FiXiRA%3D%3D
"Software Engineer, Frontend",Ramp,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-frontend-at-ramp-4362709163?position=5&pageNum=7&refId=%2Ffy8eFqDAWIHn1qOGq4uUw%3D%3D&trackingId=TUXW1s3rjp4kky%2BZAowcEw%3D%3D
Don't see the right opportunity? Apply here!,REGAL,"New York, NY",https://www.linkedin.com/jobs/view/don-t-see-the-right-opportunity%3F-apply-here%21-at-regal-4365706896?position=6&pageNum=7&refId=%2Ffy8eFqDAWIHn1qOGq4uUw%3D%3D&trackingId=rShV%2FD9S1egK2aQGZ9V%2BtQ%3D%3D
"Software Engineer, 2026 New Grad",Whatnot,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-2026-new-grad-at-whatnot-4324599785?position=7&pageNum=7&refId=%2Ffy8eFqDAWIHn1qOGq4uUw%3D%3D&trackingId=lmhTIFkpVHH4mxC18EPFfA%3D%3D
Staff Frontend Engineer,Porter,"New York, NY",https://www.linkedin.com/jobs/view/staff-frontend-engineer-at-porter-4295126476?position=8&pageNum=7&refId=%2Ffy8eFqDAWIHn1qOGq4uUw%3D%3D&trackingId=vxNZwWIMNm8mrO85WLQAKA%3D%3D
"Software Engineer, Apple Pay — Wallet, Payments & Commerce (WPC)",Apple,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-apple-pay-%E2%80%94-wallet-payments-commerce-wpc-at-apple-4360024023?position=9&pageNum=7&refId=%2Ffy8eFqDAWIHn1qOGq4uUw%3D%3D&trackingId=YLn1rWF73CO4vv2sTuRaKQ%3D%3D
"Software Engineer, Full Stack",Office Hours,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-full-stack-at-office-hours-4354361900?position=10&pageNum=7&refId=%2Ffy8eFqDAWIHn1qOGq4uUw%3D%3D&trackingId=n4Ka492X0vbVR7wkJSP2xg%3D%3D
Software Engineer - Full Stack,Airgoods,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-full-stack-at-airgoods-4320950614?position=1&pageNum=10&refId=1pBQyb1bDCk2RgMcd7vxkQ%3D%3D&trackingId=MCKxfVkS1Pn2J2N0CcC1Pw%3D%3D
Java Developer,Morgan Stanley,"New York, NY",https://www.linkedin.com/jobs/view/java-developer-at-morgan-stanley-4256198177?position=2&pageNum=10&refId=1pBQyb1bDCk2RgMcd7vxkQ%3D%3D&trackingId=UURntK3IOp6afXZLclaAvg%3D%3D
"Software Engineer, Infrastructure",Meta,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-infrastructure-at-meta-4286308098?position=3&pageNum=10&refId=1pBQyb1bDCk2RgMcd7vxkQ%3D%3D&trackingId=xIbsejP8UFV%2B6RMyvDhB5w%3D%3D
Software Engineer,Garage (YC W24),"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-garage-yc-w24-4360600455?position=4&pageNum=10&refId=1pBQyb1bDCk2RgMcd7vxkQ%3D%3D&trackingId=JRLblQPl5ROn8aFgBc%2BqGg%3D%3D
"Fullstack Software Engineer, New Grad",PermitFlow,"New York, NY",https://www.linkedin.com/jobs/view/fullstack-software-engineer-new-grad-at-permitflow-4341256370?position=5&pageNum=10&refId=1pBQyb1bDCk2RgMcd7vxkQ%3D%3D&trackingId=TKE2V2rXbXVI3qEX0YfGkg%3D%3D
"Software Engineer (Backend), Automation",Postman Corp,Buffalo-Niagara Falls Area,https://www.linkedin.com/jobs/view/software-engineer-backend-automation-at-postman-corp-4265262540?position=6&pageNum=10&refId=1pBQyb1bDCk2RgMcd7vxkQ%3D%3D&trackingId=ponVS1AygpcgFceIdTldyQ%3D%3D
Software Engineer,FanDuel,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-fanduel-4348805701?position=7&pageNum=10&refId=1pBQyb1bDCk2RgMcd7vxkQ%3D%3D&trackingId=cpkXIwd9rsP4doMfN7prDw%3D%3D
"Software Engineer, Cloud Infrastructure",Notion,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-cloud-infrastructure-at-notion-4334347546?position=8&pageNum=10&refId=1pBQyb1bDCk2RgMcd7vxkQ%3D%3D&trackingId=ZB8wTCbQ4KiD85cP4DdYkg%3D%3D
Software Engineer - Backend,Attention,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-backend-at-attention-4365540304?position=9&pageNum=10&refId=1pBQyb1bDCk2RgMcd7vxkQ%3D%3D&trackingId=bIYOjDQY3fWsly7SRXdveA%3D%3D
Backend Engineer (Go),Porter,"New York, NY",https://www.linkedin.com/jobs/view/backend-engineer-go-at-porter-3837054420?position=10&pageNum=10&refId=1pBQyb1bDCk2RgMcd7vxkQ%3D%3D&trackingId=dtUoYoW92YqB80ZeFZ91Vg%3D%3D
Software Engineer,Suno,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-suno-4347563801?position=1&pageNum=12&refId=BViACmhP0TuGu85j30WmHQ%3D%3D&trackingId=LNvaHX59faxD1jOcEIxI1A%3D%3D
Full Stack Software Engineer,On Me,"New York, NY",https://www.linkedin.com/jobs/view/full-stack-software-engineer-at-on-me-4363814664?position=2&pageNum=12&refId=BViACmhP0TuGu85j30WmHQ%3D%3D&trackingId=jN9PjyE06Mtnxn5afREgyw%3D%3D
Software Engineer,Savvy Wealth,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-savvy-wealth-4258172834?position=3&pageNum=12&refId=BViACmhP0TuGu85j30WmHQ%3D%3D&trackingId=kXNxEiAyyKnIC%2B%2FCyrw8mA%3D%3D
Software Engineer,Artifact,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-artifact-4249318206?position=4&pageNum=12&refId=BViACmhP0TuGu85j30WmHQ%3D%3D&trackingId=oNbLIxULDukkn44PY48ayA%3D%3D
Software Engineer,Glimpse,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-glimpse-4318511322?position=5&pageNum=12&refId=BViACmhP0TuGu85j30WmHQ%3D%3D&trackingId=jRfY7L7OkzFgh0scsLMTcA%3D%3D
"Software Engineer, Frontend",Clay,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-frontend-at-clay-4338417419?position=6&pageNum=12&refId=BViACmhP0TuGu85j30WmHQ%3D%3D&trackingId=qXNGMrm8xyKudm%2BsNBia7w%3D%3D
Fullstack Software Engineer,Siena AI,"New York, NY",https://www.linkedin.com/jobs/view/fullstack-software-engineer-at-siena-ai-4339249978?position=7&pageNum=12&refId=BViACmhP0TuGu85j30WmHQ%3D%3D&trackingId=fnUnS0ipyI1jT%2BvmUVfk3Q%3D%3D
Full stack engineer,NewForm,"New York, NY",https://www.linkedin.com/jobs/view/full-stack-engineer-at-newform-4365466038?position=8&pageNum=12&refId=BViACmhP0TuGu85j30WmHQ%3D%3D&trackingId=A3W0z8cbWtPBS4GBZRyoHg%3D%3D
"Software Engineer, Trading Engineering",Two Sigma,"New York, United States",https://www.linkedin.com/jobs/view/software-engineer-trading-engineering-at-two-sigma-4285896406?position=9&pageNum=12&refId=BViACmhP0TuGu85j30WmHQ%3D%3D&trackingId=ya%2BQpsFBFNYyp2uZIYs00g%3D%3D
Software Engineer,Tandem,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-tandem-4338407330?position=10&pageNum=12&refId=BViACmhP0TuGu85j30WmHQ%3D%3D&trackingId=7qZiS1xwALWI3CzgDEhbvg%3D%3D
Software Engineer,Cotera,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-cotera-4098327816?position=1&pageNum=15&refId=LgUuneEBqeekAjpm7a1kgA%3D%3D&trackingId=XFZXJvDWI%2BBit4RrjLbCwg%3D%3D
"Software Engineer II - Backend, Mobility & Business Platforms",Uber,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-ii-backend-mobility-business-platforms-at-uber-4366285369?position=2&pageNum=15&refId=LgUuneEBqeekAjpm7a1kgA%3D%3D&trackingId=HA5JRIcgtK6jO2g%2Ba8FueA%3D%3D
"Software Engineer, Platform",CLEAR,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-platform-at-clear-4339089587?position=3&pageNum=15&refId=LgUuneEBqeekAjpm7a1kgA%3D%3D&trackingId=%2BNMJx9MLmHV3IUbs8%2BuOOQ%3D%3D
Software Engineer,WalkMe,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-walkme-4258793195?position=4&pageNum=15&refId=LgUuneEBqeekAjpm7a1kgA%3D%3D&trackingId=kxR%2FgwHtNLrkccJ8ke9Qgw%3D%3D
"Software Engineer, iOS",Lyft,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-ios-at-lyft-4344376340?position=5&pageNum=15&refId=LgUuneEBqeekAjpm7a1kgA%3D%3D&trackingId=kCCPLIj2%2B4QL92PJzA6tTA%3D%3D
"Software Engineer, Backend",Tatari,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-backend-at-tatari-4277928592?position=6&pageNum=15&refId=LgUuneEBqeekAjpm7a1kgA%3D%3D&trackingId=CgHv6%2F5rLjJ8%2F98as7B8VQ%3D%3D
Java Developer,TheCorporate,"New York, United States",https://www.linkedin.com/jobs/view/java-developer-at-thecorporate-4366880891?position=7&pageNum=15&refId=LgUuneEBqeekAjpm7a1kgA%3D%3D&trackingId=aZ4AIThFvTI6fxHJHdvyBA%3D%3D
Frontend Developer,DataAnnotation,"New York, United States",https://www.linkedin.com/jobs/view/frontend-developer-at-dataannotation-4309699155?position=8&pageNum=15&refId=LgUuneEBqeekAjpm7a1kgA%3D%3D&trackingId=QlrZPglIOHvglAcc3tDrwg%3D%3D
Software Engineer,Moab,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-at-moab-4318517031?position=9&pageNum=15&refId=LgUuneEBqeekAjpm7a1kgA%3D%3D&trackingId=qJI6dIHWLOPF%2Bsr3cSnHqQ%3D%3D
Software Engineer (Back End),Datasite,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-back-end-at-datasite-4356448233?position=10&pageNum=15&refId=LgUuneEBqeekAjpm7a1kgA%3D%3D&trackingId=UulTxR1XcaHtuxkVLsGXrQ%3D%3D
Software Engineer - New Grad (Summer 2026),Nominal,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-new-grad-summer-2026-at-nominal-4353884089?position=1&pageNum=17&refId=6EyhcMixhy4PIFrpH0Qh5g%3D%3D&trackingId=KSOMQPsFDHb6zI23GU0Fkw%3D%3D
"Software Engineer, Backend - Sora",OpenAI,Buffalo-Niagara Falls Area,https://www.linkedin.com/jobs/view/software-engineer-backend-sora-at-openai-4349578269?position=2&pageNum=17&refId=6EyhcMixhy4PIFrpH0Qh5g%3D%3D&trackingId=gJLdAyfblfrBj4%2F3PLdmNQ%3D%3D
"Software Engineer, Backend",Siro,"New York, United States",https://www.linkedin.com/jobs/view/software-engineer-backend-at-siro-4233871803?position=3&pageNum=17&refId=6EyhcMixhy4PIFrpH0Qh5g%3D%3D&trackingId=wjsMJDxzPpGvoFI9Q3IO%2FA%3D%3D
Full Stack Software Engineer,AnsibleHealth,"New York, NY",https://www.linkedin.com/jobs/view/full-stack-software-engineer-at-ansiblehealth-4346734071?position=4&pageNum=17&refId=6EyhcMixhy4PIFrpH0Qh5g%3D%3D&trackingId=0nXsXf%2BSs4ifZZ%2BCJgFiHw%3D%3D
Software Engineer,Octaura,"New York, United States",https://www.linkedin.com/jobs/view/software-engineer-at-octaura-4367632095?position=5&pageNum=17&refId=6EyhcMixhy4PIFrpH0Qh5g%3D%3D&trackingId=EkaZDZa5sWDHM7ltV1QH2A%3D%3D
"Software Engineer, Java & Salesforce",CLEAR,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-java-salesforce-at-clear-4358546074?position=6&pageNum=17&refId=6EyhcMixhy4PIFrpH0Qh5g%3D%3D&trackingId=3oZPA%2F4i77l%2Fw%2F8%2Fjukidg%3D%3D
"Software Engineer, Platform",Doppel,"New York, United States",https://www.linkedin.com/jobs/view/software-engineer-platform-at-doppel-4366279258?position=7&pageNum=17&refId=6EyhcMixhy4PIFrpH0Qh5g%3D%3D&trackingId=owt7bXKqFZM4Xsa2spX2aQ%3D%3D
Full Stack Software Engineer,Standard Template Labs,"New York, NY",https://www.linkedin.com/jobs/view/full-stack-software-engineer-at-standard-template-labs-4338724977?position=8&pageNum=17&refId=6EyhcMixhy4PIFrpH0Qh5g%3D%3D&trackingId=bCBzUlOtuTEYeQ5hksfc%2Bw%3D%3D
Backend Engineer,Wealthfront,"New York, NY",https://www.linkedin.com/jobs/view/backend-engineer-at-wealthfront-4296094481?position=9&pageNum=17&refId=6EyhcMixhy4PIFrpH0Qh5g%3D%3D&trackingId=c%2B6uYVw%2BnzC97lLSSr3FBw%3D%3D
Backend Software Engineer,Verneek,"New York County, NY",https://www.linkedin.com/jobs/view/backend-software-engineer-at-verneek-4353102293?position=10&pageNum=17&refId=6EyhcMixhy4PIFrpH0Qh5g%3D%3D&trackingId=DDT6mnvuwgmNrL508L2K8Q%3D%3D
"Software Engineer, New Grad - Infrastructure",Palantir Technologies,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-new-grad-infrastructure-at-palantir-technologies-4258756847?position=1&pageNum=20&refId=n%2BXANSdAgu2kDjogh%2FoREQ%3D%3D&trackingId=uywQOaZeVyDg7LnTcN7b3A%3D%3D
"Software Engineer, Product (backend-leaning)",Pinwheel,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-product-backend-leaning-at-pinwheel-4366040900?position=2&pageNum=20&refId=n%2BXANSdAgu2kDjogh%2FoREQ%3D%3D&trackingId=rrg99XXF2NvIqt1c%2F366FA%3D%3D
